station_name	lattitude	longitude	elevation	Instrumentation
KNM001	24.45	118.4428	325	A900
KNM002	24.4067	118.2893	325	A900
KNM002	24.4067	118.2887	204	SMTA
KNM003	24.4567	118.3295	536	A900
KNM003	24.4567	118.3295	100	SMTA
MSU001	26.1683	119.9232	426	A900
MSU001	26.1683	119.923	195	SMTA
MSU002	26.1467	119.9392	248	SMTA
MTN004	24.2783	120.931	631	K2
MTN101	25.2717	121.5753	216	IDS
MTN101	25.2667	121.5927	031	A900
MTN102	25.2617	121.5137	225	IDS
MTN102	25.2583	121.5302	110	A900
MTN103	25.225	121.4762	257	IDS
MTN103	25.2233	121.4845	029	A900
MTN104	25.1083	121.548	260	IDS
MTN104	25.105	121.5642	013	A900
MTN104	25.105	121.5642	140	NANO
MTN105	24.84	121.521	263	IDS
MTN105	24.8383	121.5285	255	A900
MTN106	25.03	121.824	303	IDS
MTN106	25.0283	121.8322	017	A900
MTN107	25.0367	121.8507	223	IDS
MTN107	25.0317	121.8678	120	A900
MTN108	25.0183	121.788	243	IDS
MTN108	25.015	121.8043	068	A900
MTN109	24.9117	121.367	261	IDS
MTN109	24.91	121.376	180	A900
MTN110	24.935	121.3922	224	IDS
MTN110	24.9317	121.408	084	A900
MTN111	24.875	121.3892	291	IDS
MTN111	24.8717	121.4053	080	A900
MTN112	24.9367	121.6442	294	IDS
MTN112	24.9333	121.6605	021	A900
MTN113	25.2117	121.6345	237	IDS
MTN113	25.2067	121.6515	013	A900
MTN114	25.1583	121.6047	226	IDS
MTN114	25.175	121.6207	449	A900
MTN115	25.1083	121.829	250	IDS
MTN115	25.105	121.8448	253	A900
MTN116	25.0017	121.7472	111	A900
MTN116	25.0017	121.7472	407	NANO
MTN117	25.1583	121.4768	091	A900
MTN118	25.1283	121.4177	001	A900
MTN118	25.1283	121.4177	412	NANO
MTN120	25.0817	121.436	173	A900
MTN121	25.0367	121.6412	165	A900
MTN122	24.8533	121.437	015	A900
MTN122	24.8533	121.437	402	NANO
MTN123	24.9333	121.5475	137	A900
MTN123	24.9333	121.5475	393	NANO
MTN124	24.7767	121.5023	063	A900
MTN125	24.8367	121.6482	209	A900
MTN125	24.8367	121.6482	141	NANO
MTN126	25.0133	121.6437	038	A900
MTN127	24.59	121.4118	204	A900
MTN127	24.59	121.4118	184	NANO
MTN128	24.51	121.6113	062	A900
MTN128	24.51	121.6113	126	NANO
MTN129	24.4867	121.4267	109	A900
MTN130	24.5767	121.6762	006	A900
MTN131	24.59	121.8108	061	A900
MTN132	24.575	121.1058	074	A900
MTN132	24.575	121.1058	209	NANO
MTN133	24.625	121.1485	072	A900
MTN133	24.625	121.1485	116	NANO
MTN134	24.5783	121.3033	186	A900
MTN134	24.5783	121.3033	414	NANO
MTN135	24.7583	121.5875	112	A900
MTN135	24.7583	121.5875	410	NANO
MTN136	24.505	121.1132	022	A900
MTN137	24.66	121.3012	032	A900
MTN137	24.66	121.3012	411	NANO
MTN138	24.7367	121.35	080	A900
MTN138	24.7367	121.35	418	NANO
MTN139	24.65	121.4748	003	A900
MTN139	24.65	121.4748	424	NANO
MTN140	24.4933	121.5362	260	A900
MTN141	24.3167	121.2935	077	A900
MTN142	24.7767	121.123	235	A900
MTN142	24.7767	121.123	338	NANO
MTN143	24.7583	121.1997	418	A900
MTN144	24.175	121.3768	005	A900
MTN145	24.18	121.3123	116	A900
MTN145	24.18	121.3123	423	NANO
MTN146	24.255	121.2598	430	A900
MTN147	24.2017	121.006	076	A900
MTN148	24.17	120.8957	014	A900
MTN149	24.2083	121.4902	218	A900
MTN150	24.2267	120.8053	043	A900
MTN151	24.185	120.748	098	A900
MTN152	25.0	121.5683	088	A900
MTN153	24.7133	121.2692	166	A900
MTN154	22.995	120.633	188	A900
MTN154	22.995	120.633	415	NANO
MTN155	23.0733	120.673	042	A900
MTN155	23.0733	120.673	208	NANO
MTN156	23.2517	120.8197	182	A900
MTN156	23.2517	120.8197	425	NANO
MTN157	23.2767	120.9025	097	A900
MTN158	23.2483	120.9862	161	A900
MTN158	23.2483	120.9862	427	NANO
MTN159	23.175	121.2498	015	A900
MTN160	24.2067	121.4517	024	A900
MTN160	24.205	121.4517	431	NANO
MTN161	24.02	121.1335	394	A900
MTN162	24.085	121.1738	020	A900
MTN162	24.085	121.1738	168	NANO
MTN163	24.0067	121.424	046	A900
MTN164	24.0067	121.416	158	A900
MTN166	24.1217	121.1572	082	A900
MTN166	24.1217	121.1572	426	NANO
MTN167	23.9583	121.005	060	A900
MTN167	23.9583	121.005	118	NANO
MTN168	24.1917	121.3842	117	A900
MTN169	24.1467	121.1892	153	A900
MTN170	23.765	120.8557	122	A900
MTN170	23.765	120.8557	416	NANO
MTN171	24.0	121.079	059	A900
MTN171	24.0	121.079	406	NANO
MTN172	24.2467	121.2442	063	A900
MTN172	24.2467	121.2442	399	NANO
MTN173	24.2083	121.2295	225	A900
MTN174	24.375	121.305	110	A900
MTN174	24.375	121.305	147	NANO
MTN175	24.3667	121.339	007	A900
MTN176	24.465	120.9405	118	A900
MTN176	24.465	120.9402	417	NANO
MTN177	24.41	120.9027	063	A900
MTN178	24.3517	120.8657	241	A900
MTN178	24.3517	120.8657	539	NANO
MTN179	24.3583	120.9465	476	A900
MTN180	24.3883	120.9713	237	A900
MTN180	24.3883	120.9713	434	NANO
MTN181	24.535	121.5265	021	A900
MTN181	24.535	121.5265	188	NANO
MTN182	24.2317	121.0897	259	NANO
MND001	24.2317	120.8117	499	A900
MND002	22.7967	120.3578	477	A900
MND003	25.0817	121.5377	482	A900
MND004	22.6733	120.2805	486	A900
MND005	24.255	120.6338	489	A900
MND006	24.015	121.623	497	A900
MND007	24.1467	120.6953	507	A900
MND008	22.6083	120.3167	487	A900
MND009	25.0933	121.3882	493	A900
MND010	24.1783	120.6725	498	A900
MND011	23.1467	120.3538	053	CV57
MND012	22.05	120.7137	055	CV57
MND013	23.505	120.8127	052	CV57
MND014	24.6017	121.8723	059	CV57
MND015	25.045	121.5912	057	CV57
MND016	23.9767	121.6158	060	CV57
MND017	23.4817	120.4547	051	CV57
MND018	23.0117	120.2138	054	CV57
MND019	22.6283	120.2758	056	CV57
MND020	24.8783	121.265	058	CV57
MND021	25.035	121.4208	078	CV57
MND022	22.1633	120.8857	141	CV57
MND023	24.2317	120.6192	143	CV57
MND024	23.02	120.3247	142	CV57
MND025	24.0267	121.5888	575	A900
MND026	24.8	121.8177	345	A900
TRB001	25.0483	121.5087	559	A900
TRB001	25.0483	121.5087	296	IDSA
TRB001	25.0467	121.517	032	CV57
TRB002	24.99	121.3047	558	A900
TRB002	24.9883	121.3135	005	CV57
TRB003	24.8033	120.9635	557	A900
TRB003	24.8	120.9703	013	CV57
TRB004	24.5717	120.8142	555	A900
TRB004	24.57	120.8223	004	CV57
TRB005	24.6067	120.7698	563	A900
TRB005	24.605	120.7782	003	CV57
TRB006	24.4217	120.7658	504	A900
TRB006	24.42	120.774	037	CV57
TRB007	22.67	120.4777	556	A900
TRB007	22.6683	120.4858	028	CV57
TRB008	22.3683	120.588	562	A900
TRB008	22.3667	120.595	029	CV57
TRB009	25.1083	121.8058	012	CV57
TRB010	25.03	121.8652	564	A900
TRB010	25.0267	121.8732	015	CV57
TRB011	25.095	121.7157	017	CV57
TRB012	25.0583	121.6278	580	A900
TRB012	25.0517	121.6072	035	CV57
TRB013	25.0	121.4208	450	A900
TRB013	24.9983	121.429	021	CV57
TRB014	24.9767	121.2592	558	A900
TRB014	24.975	121.2673	033	CV57
TRB015	24.8017	120.9638	557	A900
TRB015	24.8167	120.9973	014	CV57
TRB016	24.5917	120.8127	566	A900
TRB016	24.59	120.8207	006	CV57
TRB017	24.2617	120.7225	572	A900
TRB017	24.26	120.7308	010	CV57
TRB018	24.1367	120.6873	009	CV57
TRB019	24.0817	120.539	007	CV57
TRB020	23.8117	120.6212	011	CV57
TRB021	24.0817	120.5303	569	A900
TRB021	24.0683	120.5323	041	CV57
TRB022	24.3017	120.5932	567	A900
TRB022	24.3	120.6002	002	CV57
TRB023	24.3433	120.6272	008	CV57
TRB024	23.4783	120.4405	043	CV57
TRB025	23.4583	120.4137	575	A900
TRB025	23.4567	120.4218	038	CV57
TRB026	23.7117	120.541	039	CV57
TRB027	23.7167	120.5557	571	A900
TRB027	23.7167	120.5637	036	CV57
TRB028	23.3067	120.3233	040	CV57
TRB029	23.1383	120.2992	574	A900
TRB029	23.1367	120.307	044	CV57
TRB030	22.9967	120.2127	027	CV57
TRB031	22.7833	120.2937	573	A900
TRB031	22.78	120.3027	045	CV57
TRB032	22.6517	120.4123	568	A900
TRB032	22.65	120.4205	042	CV57
TRB033	22.6183	121.0047	026	CV57
TRB034	23.33	121.3118	024	CV57
TRB035	23.045	121.1645	023	CV57
TRB036	22.7967	121.1148	579	A900
TRB036	22.7933	121.123	031	CV57
TRB037	22.345	120.878	030	CV57
TRB038	23.665	121.4212	034	CV57
TRB039	24.7533	121.7587	016	CV57
TRB040	24.8217	121.7633	576	A900
TRB040	24.825	121.7745	019	CV57
TRB041	24.6033	121.8325	020	CV57
TRB042	23.9933	121.5932	578	A900
TRB042	24.0	121.6038	025	CV57
TRB043	24.3	121.7458	577	A900
TRB043	24.2967	121.7532	022	CV57
TRB044	24.4633	121.801	018	CV57
TFC001	25.0333	121.5555	290	IDS
TFC002	25.0333	121.5555	269	IDS
TFC003	25.0333	121.5555	248	IDSA
